corrDailyDust30,corrDailyPrecip30,corrDailyPDO,corrDailyMonthNoVolc
1.27147958217829e-10,7.80091802003928e-06,-0.6,12
1.32690300015129e-10,7.98929671072421e-06,-0.6,12
1.24710406173862e-10,7.89956515989147e-06,-0.6,12
1.12664121474638e-10,8.19679467427125e-06,-0.6,12
1.0917376225313e-10,8.12551947033475e-06,-0.6,12
1.0713513358883e-10,1.11404472315222e-05,-0.6,12
1.18685379064998e-10,1.10921907544621e-05,-0.6,12
1.40446853194286e-10,1.13545380526187e-05,-0.55,1
1.53972436716895e-10,1.13252933853792e-05,-0.55,1
1.36578319930925e-10,1.15818794944133e-05,-0.55,1
1.15291775607123e-10,1.18963235675236e-05,-0.55,1
1.05458132217483e-10,1.3200401666686e-05,-0.55,1
1.09524490120781e-10,1.57959918750372e-05,-0.55,1
1.16283223600801e-10,1.89022876920804e-05,-0.55,1
1.19338195982498e-10,2.36227727386676e-05,-0.55,1
1.21652082204666e-10,2.39964254235685e-05,-0.55,1
1.26448999843349e-10,2.59466416426525e-05,-0.55,1
1.30739828624343e-10,2.64699533437253e-05,-0.55,1
1.3391909529628e-10,2.66773741214721e-05,-0.55,1
1.37020682841645e-10,2.36207168006486e-05,-0.55,1
1.37699834235045e-10,2.31641815629244e-05,-0.55,1
1.43810056971343e-10,2.16701240328506e-05,-0.55,1
1.49400776309619e-10,1.82096366645222e-05,-0.55,1
1.55058019281596e-10,1.2879602522732e-05,-0.55,1
1.6043319689806e-10,7.53554518030071e-06,-0.55,1
1.61186674029677e-10,-2.30956293360433e-06,-0.55,1
1.5991878419615e-10,-2.55961901202175e-06,-0.55,1
1.4934480345741e-10,-2.51453728461299e-06,-0.55,1
1.31058101453826e-10,-2.03939535401652e-06,-0.55,1
1.15705798874569e-10,-1.37605071500097e-06,-0.55,1
9.79846661307053e-11,-8.82003709396441e-07,-0.55,1
8.58589899547877e-11,-7.35250939312061e-07,-0.55,1
7.10524885608147e-11,-7.9137389564402e-07,-0.55,1
5.98178887898866e-11,-6.74936578683652e-07,-0.55,1
5.31265694824335e-11,-1.06446293742007e-06,-0.55,1
4.62998134658859e-11,-1.19082576399023e-06,-0.55,1
3.87862180158514e-11,-4.31191700006596e-06,-0.55,1
2.43349536310419e-11,-3.43641265946411e-06,-0.55,1
3.08564276992861e-11,-3.56160892932043e-06,-0.21,2
6.16957620947716e-11,-3.73250998556381e-06,-0.21,2
5.6806637768218e-11,-3.93158149565281e-06,-0.21,2
5.34454338068371e-11,-4.26344163803635e-06,-0.21,2
5.18921226553353e-11,-5.68246287038131e-06,-0.21,2
5.43637970254791e-11,-8.11262900795035e-06,-0.21,2
5.69283075591921e-11,-1.11328097978606e-05,-0.21,2
6.12099827080324e-11,-1.57876723979594e-05,-0.21,2
6.67681278056753e-11,-1.60517124335598e-05,-0.21,2
6.8442616391914e-11,-1.73079493075699e-05,-0.21,2
6.80404366361398e-11,-1.41943176664415e-05,-0.21,2
7.52793685362873e-11,7.45061543074628e-06,-0.21,2
1.52133137058974e-10,1.85693678850678e-05,-0.21,2
2.16886420846401e-10,1.91746320556522e-05,-0.21,2
2.39238197475059e-10,2.15018391036839e-05,-0.21,2
2.56393502938162e-10,2.44944477319035e-05,-0.21,2
2.831687660299e-10,2.48028866238012e-05,-0.21,2
3.0246510605265e-10,2.67604698855764e-05,-0.21,2
3.47046283064303e-10,2.76574229737841e-05,-0.21,2
4.11243524164273e-10,2.76578356550801e-05,-0.21,2
4.46454469027892e-10,2.80429238686825e-05,-0.21,2
4.82063194347852e-10,2.82530658296573e-05,-0.21,2
5.14287079809103e-10,2.75858220286288e-05,-0.21,2
5.37205040023602e-10,2.73616055898332e-05,-0.21,2
5.31556001398325e-10,2.72806396103929e-05,-0.21,2
5.17891224162546e-10,2.72951331021105e-05,-0.21,2
5.06515903552026e-10,2.82810395587782e-05,-0.21,2
5.42208211735653e-10,2.84802856384273e-05,-0.21,2
5.97966862283489e-10,2.85174190401705e-05,-0.21,2
6.63607419137924e-10,2.852269528752e-05,-0.15,3
6.94112094333009e-10,2.76430231874877e-05,-0.15,3
6.68354682041657e-10,2.75835582248221e-05,-0.15,3
6.08385521213539e-10,2.77405867325538e-05,-0.15,3
6.01571015061278e-10,2.84937450517334e-05,-0.15,3
6.16414560116807e-10,2.96517747528759e-05,-0.15,3
7.15871892190354e-10,3.04796507138144e-05,-0.15,3
8.0202917295435e-10,3.14165270757235e-05,-0.15,3
8.5943915526983e-10,3.26365024373023e-05,-0.15,3
8.38044161355486e-10,3.39181672217837e-05,-0.15,3
8.36624635201971e-10,3.57482760983582e-05,-0.15,3
8.52724433667694e-10,3.76771623132006e-05,-0.15,3
8.77698551464286e-10,3.52557506312189e-05,-0.15,3
9.11570689818457e-10,1.44674463208119e-05,-0.15,3
8.61460022695658e-10,4.02172437572917e-06,-0.15,3
8.05389144834741e-10,3.47564164494043e-06,-0.15,3
7.724121903343e-10,1.12701251152946e-06,-0.15,3
7.62538002112587e-10,-1.49730144802732e-06,-0.15,3
7.35425422254606e-10,-1.36330105260653e-06,-0.15,3
6.99982343023866e-10,-2.77242212124573e-06,-0.15,3
6.12228944634379e-10,-3.51393854015162e-06,-0.15,3
5.03315038473985e-10,-3.38118250712952e-06,-0.15,3
4.25937680694466e-10,-3.68202292435266e-06,-0.15,3
3.77982218675329e-10,-3.98957584259929e-06,-0.15,3
3.59060439494355e-10,-3.43138994495285e-06,-0.15,3
3.8951366008477e-10,-3.34571662315263e-06,-0.15,3
4.50071980824688e-10,-3.05271174146395e-06,-0.15,3
4.78041187687255e-10,-2.91901369926582e-06,-0.15,3
4.99261864499628e-10,-3.68116599100926e-06,-0.15,3
4.57952446247947e-10,-3.52139420616151e-06,-0.15,3
4.04220043800666e-10,-2.80349813678591e-06,-0.15,3
3.47019027312884e-10,-1.45339090272295e-06,-0,4
3.55079923756544e-10,-1.13709044046666e-06,-0,4
4.83658535834659e-10,-8.03235780315887e-07,-0,4
6.65132043691282e-10,-3.28164477952261e-07,-0,4
7.90739138471941e-10,-4.99823746713138e-07,-0,4
8.36504067545428e-10,-6.85550433530038e-07,-0,4
7.44352388296188e-10,-8.36191400740717e-07,-0,4
6.13383487045874e-10,-1.33654800302175e-06,-0,4
4.87972571278295e-10,-2.03174399868609e-06,-0,4
4.41086920979634e-10,-2.87107229606587e-06,-0,4
3.96305978014771e-10,-3.58192742885679e-06,-0,4
3.97192469611747e-10,-5.57305104389356e-06,-0,4
3.65170015601031e-10,-6.50604677530513e-06,-0,4
3.15866155242022e-10,-7.27443274100462e-06,-0,4
3.02959751453372e-10,-7.49690322379156e-06,-0,4
3.01447368940241e-10,-7.23309905588168e-06,-0,4
3.04070386823294e-10,-7.04766573346826e-06,-0,4
2.81123515636124e-10,-7.06108409196622e-06,-0,4
2.57004769697919e-10,-7.12014542312014e-06,-0,4
2.80235093358052e-10,-7.20566348203671e-06,-0,4
3.32674249340707e-10,-6.51954944876901e-06,-0,4
3.78365461965804e-10,-6.19089523707625e-06,-0,4
4.02261546653216e-10,-5.94429778840502e-06,-0,4
4.29237959285119e-10,-5.55883293932941e-06,-0,4
4.52316346645282e-10,-5.2544782780595e-06,-0,4
4.18803988719109e-10,-4.9288722021769e-06,-0,4
3.76164203077375e-10,-4.33217358433985e-06,-0,4
3.69336104873225e-10,-3.84094663781115e-06,-0,4
3.59053369392275e-10,-2.43900005875126e-06,-0,4
3.83806839194043e-10,-8.34858901770446e-07,-0,4
3.88105344375689e-10,1.95540776809975e-08,0.61,5
4.00074894685868e-10,-7.66800228625576e-07,0.61,5
4.37184640558386e-10,-6.25403916370861e-07,0.61,5
3.84844776606828e-10,-4.89161918911816e-07,0.61,5
2.37939131170874e-10,7.17182472026858e-07,0.61,5
1.09770143447396e-10,1.01674183742417e-06,0.61,5
3.56518875190927e-11,6.76511339260506e-07,0.61,5
1.50582712639951e-11,6.63978016595826e-07,0.61,5
3.70732144071446e-11,6.85966401376114e-07,0.61,5
9.16389764657865e-11,8.08129174527362e-07,0.61,5
1.76167402431918e-10,9.22970500424284e-07,0.61,5
2.35475682045506e-10,3.03306302249822e-07,0.61,5
2.10392321030012e-10,3.95355064124348e-07,0.61,5
2.09927666892102e-10,6.43717812517107e-07,0.61,5
2.16660296904412e-10,8.65455905733389e-07,0.61,5
1.98859577061988e-10,9.59197818598334e-07,0.61,5
1.85061234664997e-10,1.15179481739638e-06,0.61,5
1.72347982252636e-10,1.37344032186661e-06,0.61,5
1.55032264640834e-10,1.53324411740267e-06,0.61,5
1.5472489841973e-10,1.70771339777122e-06,0.61,5
1.42674115272216e-10,1.81555168154951e-06,0.61,5
1.53229693270724e-10,1.50869187024182e-06,0.61,5
1.76606626357965e-10,1.57292398337358e-06,0.61,5
2.00001490198211e-10,1.7992402001858e-06,0.61,5
1.91024941547512e-10,1.7689178287166e-06,0.61,5
1.59829784060687e-10,1.63190831181932e-06,0.61,5
1.45418309033333e-10,1.63342683764684e-06,0.61,5
1.40332361566963e-10,1.58451971158482e-06,0.61,5
1.44243095066787e-10,2.19148710137459e-06,0.61,5
1.65777559161404e-10,1.46573583017961e-06,0.61,5
1.62368942094079e-10,1.29187146966469e-07,0.61,5
1.53470684433885e-10,-6.74659131548101e-07,-0.11,6
1.34597973773419e-10,-2.98969762722429e-07,-0.11,6
5.98816198647192e-11,1.69924328105703e-07,-0.11,6
-2.49771979736309e-11,7.27710164835769e-07,-0.11,6
-5.94137356615229e-11,-1.9741716933119e-07,-0.11,6
-6.10994091342748e-11,-1.09290788485414e-07,-0.11,6
-5.50733613975474e-11,2.18247991928534e-07,-0.11,6
-4.8861820300168e-11,4.83880987478184e-07,-0.11,6
-3.88826951248999e-11,5.32423265375964e-07,-0.11,6
-4.48023469496704e-11,5.40859328925525e-07,-0.11,6
-8.28802188983988e-11,8.40615828166061e-07,-0.11,6
-1.20951084639848e-10,9.91913852547697e-07,-0.11,6
-1.32685611032137e-10,1.01227059981458e-06,-0.11,6
-1.32316044850961e-10,1.05235011989137e-06,-0.11,6
-1.33666714671328e-10,1.22324571037062e-06,-0.11,6
-1.37919233340884e-10,1.26452278969304e-06,-0.11,6
-1.41864417492554e-10,1.228119315595e-06,-0.11,6
-1.35643365552426e-10,1.20028757831036e-06,-0.11,6
-1.13403544415891e-10,1.15844283545249e-06,-0.11,6
-1.00455372189397e-10,1.11131524972491e-06,-0.11,6
-1.03532543283089e-10,1.09226737663148e-06,-0.11,6
-1.20416311981955e-10,9.97686389610232e-07,-0.11,6
-1.39875224509853e-10,8.95222016982287e-07,-0.11,6
-1.45789400428157e-10,6.2468333896809e-07,-0.11,6
-1.4966783714136e-10,5.10387974802585e-07,-0.11,6
-1.43745729151635e-10,4.59073243113027e-07,-0.11,6
-1.37807618281884e-10,3.3328979374941e-07,-0.11,6
-1.31929887835506e-10,1.72300656204831e-08,-0.11,6
-1.28215126891233e-10,-1.06677100985224e-06,-0.11,6
-1.3760455849068e-10,-1.46025408920876e-06,-0.11,6
-1.45541065636196e-10,-1.41363463139719e-06,0.04,7
-1.43953094760516e-10,-1.61507970757497e-06,0.04,7
-1.40692160552941e-10,-1.62223196739571e-06,0.04,7
-1.37429476848762e-10,-1.6129562497906e-06,0.04,7
-1.28504712858039e-10,-1.92271398820055e-06,0.04,7
-1.14312013056707e-10,-2.3204851136436e-06,0.04,7
-1.06756205395022e-10,-2.81170451528087e-06,0.04,7
-1.02392711163881e-10,-3.04700542185306e-06,0.04,7
-1.00621076292654e-10,-2.66886186081193e-06,0.04,7
-1.03023420765403e-10,-2.7409264182218e-06,0.04,7
-1.04880837905829e-10,-2.77773639114481e-06,0.04,7
-1.0173387421668e-10,-2.98489985312727e-06,0.04,7
-9.47468506592028e-11,-3.15010413409859e-06,0.04,7
-8.92197527571661e-11,-3.36382011732228e-06,0.04,7
-9.14404007465428e-11,-3.57037047331673e-06,0.04,7
-9.53904713853217e-11,-3.68250456956312e-06,0.04,7
-9.30140877361581e-11,-3.57996116516186e-06,0.04,7
-9.08509989094961e-11,-2.83511834641787e-06,0.04,7
-8.92159978795256e-11,-8.00282144944456e-07,0.04,7
-8.75839892221153e-11,5.38080513851332e-06,0.04,7
-7.99543364474472e-11,5.82757950332769e-06,0.04,7
-7.52403422231515e-11,5.88353848456487e-06,0.04,7
-8.05613068516554e-11,6.2762252301626e-06,0.04,7
-8.58728177154088e-11,7.11413156081932e-06,0.04,7
-8.62151292846912e-11,7.14745740596953e-06,0.04,7
-8.46964057010107e-11,7.16612658232838e-06,0.04,7
-8.89192151402161e-11,7.20696040524455e-06,0.04,7
-9.25813417864613e-11,7.3907291735293e-06,0.04,7
-9.97726102208962e-11,7.50245583982208e-06,0.04,7
-1.09352968192482e-10,7.61354075495628e-06,0.04,7
-1.121437499925e-10,7.62109756317205e-06,0.04,7
-1.12092940989845e-10,7.44368178103999e-06,0.24,8
-1.09122927946913e-10,7.40778000747512e-06,0.24,8
-1.08961163161573e-10,6.92694275566726e-06,0.24,8
-1.09578885737987e-10,6.35247535954722e-06,0.24,8
-1.10458978067239e-10,6.02539466964088e-06,0.24,8
-1.09323962435741e-10,6.31057792539224e-06,0.24,8
-1.02560120261218e-10,6.35315735774836e-06,0.24,8
-9.78980543177572e-11,6.48431936720891e-06,0.24,8
-9.42017082211692e-11,5.8926767077146e-06,0.24,8
-8.72580458116977e-11,5.91892340130014e-06,0.24,8
-7.94571582894035e-11,5.9292925684184e-06,0.24,8
-7.37228802972417e-11,5.76414264772009e-06,0.24,8
-6.96063306984872e-11,5.62521261931385e-06,0.24,8
-6.47890734016119e-11,5.70927687325191e-06,0.24,8
-6.08821453051576e-11,5.95067580115215e-06,0.24,8
-5.77852328955191e-11,5.68997296407948e-06,0.24,8
-5.48752692846161e-11,5.47617112922902e-06,0.24,8
-4.85809832611417e-11,4.83285152957048e-06,0.24,8
-3.98937862624011e-11,2.72659602542989e-06,0.24,8
-3.401260631076e-11,-3.62780193240098e-06,0.24,8
-3.50394825772488e-11,-4.16347560711936e-06,0.24,8
-3.67644200762115e-11,-3.66136010965404e-06,0.24,8
-3.68159847467964e-11,-3.82688541219607e-06,0.24,8
-3.71830345309767e-11,-4.44340409359376e-06,0.24,8
-3.74807231316936e-11,-3.89329323700575e-06,0.24,8
-3.53418121991596e-11,-3.85605619736088e-06,0.24,8
-2.98535132750015e-11,-3.9561210800015e-06,0.24,8
-2.66502861445694e-11,-3.77063799858822e-06,0.24,8
-2.31193143604661e-11,-3.88547559402824e-06,0.24,8
-2.09018187044853e-11,-3.99582544655783e-06,0.24,8
-2.19666627059906e-11,-4.16033330441849e-06,0.24,8
-1.8287667852849e-11,-4.2996324781211e-06,0.02,9
-5.67430785887116e-12,-4.3587638136165e-06,0.02,9
1.08897937710306e-11,-4.27487629055216e-06,0.02,9
1.89066469591707e-11,-4.05517771156067e-06,0.02,9
1.93671751005336e-11,-4.07468146516918e-06,0.02,9
1.75630508222475e-11,-4.19077152894299e-06,0.02,9
1.18530643104476e-11,-4.13593530492453e-06,0.02,9
7.28076828217642e-12,-4.4162146673204e-06,0.02,9
4.56953683103422e-12,-4.57916650722204e-06,0.02,9
1.09125306542767e-12,-4.71879232596629e-06,0.02,9
-1.75740995558601e-12,-4.87280232937393e-06,0.02,9
-1.13662268746544e-12,-4.9196958972608e-06,0.02,9
2.10952449301571e-12,-4.9362954286382e-06,0.02,9
3.98888882579488e-12,-5.03704132501122e-06,0.02,9
6.11069723658416e-13,-5.19362042222123e-06,0.02,9
-3.79480352729417e-12,-4.74951284104456e-06,0.02,9
-6.83518788164287e-12,-4.57517703638604e-06,0.02,9
-9.5692602383938e-12,-4.77134481028652e-06,0.02,9
-8.88755025504609e-12,-4.83373188543151e-06,0.02,9
8.99087754800447e-12,-4.90869456542571e-06,0.02,9
2.22611576451781e-11,-4.88733405955085e-06,0.02,9
3.15719744865531e-11,-5.12927527697127e-06,0.02,9
3.36027962949257e-11,-5.5153706011614e-06,0.02,9
3.33552635251473e-11,-5.78070368251803e-06,0.02,9
3.0939177010518e-11,-6.57349544697444e-06,0.02,9
2.17416448969454e-11,-6.80574381027607e-06,0.02,9
6.30950645672964e-12,-6.82558370153368e-06,0.02,9
-4.09107470122905e-12,-6.89025713130446e-06,0.02,9
-1.22755196769982e-11,-6.79900452654341e-06,0.02,9
-1.93110176147362e-11,-5.37360019058001e-06,0.02,9
-2.48230715471187e-11,-5.53670843418854e-06,-0.72,10
-2.35876779781502e-11,-5.51314644025556e-06,-0.72,10
-3.17394122348072e-11,-5.75663128217996e-06,-0.72,10
-4.38531873326872e-11,-5.934402641621e-06,-0.72,10
-5.15952415607658e-11,-5.90756789131242e-06,-0.72,10
-5.58045298835192e-11,-5.66481408606153e-06,-0.72,10
-5.93384457324581e-11,-5.99575553434215e-06,-0.72,10
-5.6591243299502e-11,-5.87889119600538e-06,-0.72,10
-5.10833604563023e-11,-4.40974614783889e-06,-0.72,10
-5.23257578517566e-11,-1.23059799849491e-06,-0.72,10
-5.59569124907035e-11,2.52293447267675e-06,-0.72,10
-5.98859534176231e-11,5.25190240924182e-06,-0.72,10
-6.47073206559504e-11,5.7740860434876e-06,-0.72,10
-6.64254963757674e-11,5.76677452708928e-06,-0.72,10
-6.38474638099127e-11,6.74402661489282e-06,-0.72,10
-5.96058849475784e-11,7.58074291252705e-06,-0.72,10
-5.84210601653047e-11,7.60527016502625e-06,-0.72,10
-6.02919414052308e-11,8.70998297279597e-06,-0.72,10
-5.8398643081638e-11,8.48339353672823e-06,-0.72,10
-5.75377993865162e-11,8.46358508580145e-06,-0.72,10
-6.28837215681508e-11,1.237189687267e-05,-0.72,10
-6.92077353596079e-11,1.49476328277853e-05,-0.72,10
-7.16730645385985e-11,1.5737474374958e-05,-0.72,10
-6.97091029613279e-11,1.60994822903711e-05,-0.72,10
-7.09252619163947e-11,1.59154194066627e-05,-0.72,10
-7.29124650644382e-11,1.61367806201105e-05,-0.72,10
-7.21609414247682e-11,1.60743234898609e-05,-0.72,10
-6.93996467087531e-11,1.55608037297724e-05,-0.72,10
-6.54453902890573e-11,1.54363870702744e-05,-0.72,10
-5.42251958755346e-11,1.62837048865337e-05,-0.72,10
-3.98582778667312e-11,1.45063274121529e-05,-0.72,10
-2.37800534192405e-11,1.47835898545126e-05,-1.22,11
-2.27164167242284e-11,1.52637247920588e-05,-1.22,11
-2.61777020514987e-11,1.50800395911475e-05,-1.22,11
-3.21353819247213e-11,1.46962792332794e-05,-1.22,11
-3.72566080910591e-11,1.40252087487868e-05,-1.22,11
-3.9488663133646e-11,1.33754777376915e-05,-1.22,11
-4.16709627052285e-11,1.33428453496149e-05,-1.22,11
-4.99752639076031e-11,1.33060068021091e-05,-1.22,11
-6.08855081658155e-11,1.19017577638237e-05,-1.22,11
-6.45996783477196e-11,9.53914025801152e-06,-1.22,11
-5.85074378974141e-11,6.00474605129202e-06,-1.22,11
-5.09531957600765e-11,2.95237768948505e-06,-1.22,11
-4.30778970046605e-11,3.05252004822356e-06,-1.22,11
-3.99686023118142e-11,3.88932620100398e-06,-1.22,11
-4.23777448046766e-11,2.95322068202307e-06,-1.22,11
-3.79645971917706e-11,2.10639711206574e-06,-1.22,11
-2.33436495125826e-11,1.47430262607538e-06,-1.22,11
-8.51947703488659e-12,-3.41371370714471e-07,-1.22,11
-5.04713552639325e-13,-4.74515691473176e-07,-1.22,11
4.19106585132334e-12,-8.29291541633954e-07,-1.22,11
1.89035185761505e-12,-4.89426029099591e-06,-1.22,11
2.89813513689299e-12,-7.9189379363824e-06,-1.22,11
1.72879517804604e-12,-9.09201599563517e-06,-1.22,11
1.26091392540585e-12,-8.86537351822601e-06,-1.22,11
3.88219666580047e-11,-9.22097587656475e-06,-1.22,11
8.17196271958257e-11,-9.66527687769546e-06,-1.22,11
1.26060978697099e-10,-1.0040854099659e-05,-1.22,11
1.66585731381491e-10,-1.01352556461169e-05,-1.22,11
1.92285810970393e-10,-1.09664701028287e-05,-1.22,11
2.02016327786282e-10,-1.25071528512354e-05,-1.22,11
1.99472835040112e-10,-1.25215022102813e-05,-0.64,12
1.97054195175315e-10,-1.21309344732351e-05,-0.64,12
2.03547013677126e-10,-1.22952273303497e-05,-0.64,12
2.08313558230694e-10,-1.21436882711529e-05,-0.64,12
2.11422839900396e-10,-1.2030264911249e-05,-0.64,12
2.19620272633825e-10,-1.08434061830233e-05,-0.64,12
2.37083054577258e-10,-6.63242726805978e-06,-0.64,12
2.50629140069165e-10,-5.87223629434021e-06,-0.64,12
2.61412645338654e-10,-5.8257670301168e-06,-0.64,12
2.69899616209358e-10,-6.05582991050887e-06,-0.64,12
2.78352867637053e-10,-6.79734983928584e-06,-0.64,12
2.77008624789114e-10,9.32575612414354e-07,-0.64,12
2.75860339927082e-10,3.64488527809387e-06,-0.64,12
2.77088694476553e-10,2.56522244773657e-06,-0.64,12
2.73380822612658e-10,2.88675573502575e-06,-0.64,12
2.72762367820148e-10,1.19805453377945e-05,-0.64,12
2.6809120078478e-10,2.17372803739142e-05,-0.64,12
2.58289682479746e-10,3.08336781781813e-05,-0.64,12
2.49917796694931e-10,3.27781057394684e-05,-0.64,12
2.46191172846711e-10,3.28707649767469e-05,-0.64,12
2.40866478837441e-10,3.3133447244784e-05,-0.64,12
2.37474752502982e-10,3.3229484618242e-05,-0.64,12
2.44977129501385e-10,3.31205940693336e-05,-0.64,12
2.51081441632914e-10,3.25207941892071e-05,-0.64,12
2.5302397696394e-10,3.51101265437793e-05,-0.64,12
2.31980085953271e-10,3.54133813833098e-05,-0.64,12
2.20056239400341e-10,3.62487241389838e-05,-0.64,12
1.98722043555492e-10,3.62416376375769e-05,-0.64,12
1.73720112281165e-10,3.81043062545102e-05,-0.64,12
1.59325331388075e-10,4.00959150371977e-05,-0.64,12
1.46533755742754e-10,4.04178202426051e-05,-0.64,12
1.37750648487655e-10,4.19278425711319e-05,-0.15,1
1.27188682219875e-10,4.27822912992466e-05,-0.15,1
1.12873740830154e-10,4.39447788787879e-05,-0.15,1
1.06315612502533e-10,4.39645942629927e-05,-0.15,1
1.03065776058673e-10,4.41751377724319e-05,-0.15,1
9.62688932826966e-11,4.43288653060838e-05,-0.15,1
8.99949549347869e-11,4.01872030481063e-05,-0.15,1
8.28191583922037e-11,3.93700698921678e-05,-0.15,1
7.56799431285194e-11,3.89761286225681e-05,-0.15,1
7.86146144008036e-11,3.92422510116415e-05,-0.15,1
8.14398563656671e-11,3.9403184217187e-05,-0.15,1
8.46878854209769e-11,3.23461301881608e-05,-0.15,1
8.55795829281911e-11,2.97249871367996e-05,-0.15,1
8.35779591815939e-11,3.0981820585731e-05,-0.15,1
9.13802730026869e-11,3.00285700315835e-05,-0.15,1
9.47984538701544e-11,2.20174734597259e-05,-0.15,1
1.00295250141404e-10,1.62300329980399e-05,-0.15,1
1.10973368639979e-10,1.0163749818441e-05,-0.15,1
1.17699072069326e-10,1.16322336232533e-05,-0.15,1
1.14902838476006e-10,1.45297535633201e-05,-0.15,1
1.08773668743976e-10,1.50113989680538e-05,-0.15,1
9.77886752613585e-11,1.49617621169012e-05,-0.15,1
8.15928896925542e-11,1.51428131932885e-05,-0.15,1
6.75647499926759e-11,1.52537625149237e-05,-0.15,1
6.12737810860661e-11,1.17842071015655e-05,-0.15,1
5.65377304377974e-11,1.20802426231451e-05,-0.15,1
5.29641583930501e-11,1.45363003194331e-05,-0.15,1
6.56078493809354e-11,2.00442633502295e-05,-0.15,1
8.07519960601323e-11,1.84020599382417e-05,-0.15,1
9.3999088581709e-11,1.65097228260088e-05,-0.15,1
1.3148987566332e-10,1.62242016213627e-05,-0.15,1
2.15734639901018e-10,1.4524841055519e-05,-0.01,2
3.08973382517652e-10,1.25992111515413e-05,-0.01,2
3.73417644893247e-10,1.06641825615457e-05,-0.01,2
4.27727758474184e-10,1.03780359401612e-05,-0.01,2
4.70449968743892e-10,9.94023405626085e-06,-0.01,2
5.07175725883207e-10,8.50573230756208e-06,-0.01,2
5.29243028271514e-10,8.35173444950887e-06,-0.01,2
5.45601179440267e-10,8.48012070548973e-06,-0.01,2
5.5734701759298e-10,8.46891430789473e-06,-0.01,2
5.70865107547669e-10,8.2046209062658e-06,-0.01,2
6.14745776685067e-10,7.76325300611676e-06,-0.01,2
6.73363824600693e-10,6.51826802064748e-06,-0.01,2
7.42263182695554e-10,6.27550414741386e-06,-0.01,2
1.00913699333962e-09,5.03843954114584e-06,-0.01,2
1.24750109179733e-09,4.47888859100872e-06,-0.01,2
1.4222630284114e-09,2.93785276292966e-06,-0.01,2
1.50465682637042e-09,-1.54293002484259e-06,-0.01,2
1.53484509891037e-09,-3.62050239037615e-06,-0.01,2
1.55049480579918e-09,-5.84571886758011e-06,-0.01,2
1.55611398693376e-09,-8.98714755175557e-06,-0.01,2
1.56728933391262e-09,-9.58686075575792e-06,-0.01,2
1.57904950079985e-09,-8.9240399094243e-06,-0.01,2
1.59578997242688e-09,-8.75776283996219e-06,-0.01,2
1.67512227537273e-09,-8.83897995439439e-06,-0.01,2
1.7113246605077e-09,-2.93813860994913e-06,-0.01,2
1.75524410113194e-09,-2.944506300104e-06,-0.01,2
1.77111694840115e-09,-5.30678019143542e-06,-0.01,2
1.76233936644889e-09,-1.02542634579953e-05,-0.01,2
1.74025553364149e-09,-1.03661050949505e-05,0.7,3
1.73018799120802e-09,-1.02592817452472e-05,0.7,3
1.70805932785534e-09,-9.70785617411216e-06,0.7,3
1.64262887651649e-09,-7.88080303900504e-06,0.7,3
1.55961425767335e-09,-7.65490168397939e-06,0.7,3
1.48758751268635e-09,-7.56337374010345e-06,0.7,3
1.41116619827284e-09,-7.42140361730801e-06,0.7,3
1.34134382987424e-09,-7.06854555267743e-06,0.7,3
1.28635340063084e-09,-6.74303491736834e-06,0.7,3
1.2441517091981e-09,-4.80884995325091e-06,0.7,3
1.21426320831075e-09,-3.73981562826477e-06,0.7,3
1.1960473687132e-09,-3.67888094244274e-06,0.7,3
1.16301978401381e-09,-3.78321061946373e-06,0.7,3
1.09077331897169e-09,-3.22115615811269e-06,0.7,3
9.95746587253621e-10,-3.00305352536791e-06,0.7,3
8.88792507537402e-10,-2.64371610909202e-06,0.7,3
5.85661795616025e-10,-2.21537280848642e-06,0.7,3
3.03215578663554e-10,-1.73262021976279e-06,0.7,3
1.07151688792601e-10,-1.32366034875216e-06,0.7,3
4.34686203617181e-11,-8.44570617562747e-07,0.7,3
2.02303732579957e-11,-1.56925608171353e-06,0.7,3
3.85871385349451e-11,-2.51437423374849e-06,0.7,3
7.11656702124674e-11,-2.18182774498882e-06,0.7,3
7.60095673270975e-11,-1.75565625835576e-06,0.7,3
6.5644108103011e-11,-2.13053416772845e-06,0.7,3
3.4114091886975e-11,-1.94731559486366e-06,0.7,3
-6.77788358999541e-11,-1.38301679418958e-06,0.7,3
-1.15450384671015e-10,-7.02844018163441e-06,0.7,3
-2.39925799169443e-11,-7.23475806093138e-06,0.7,3
6.33498286412585e-11,-7.79697497085911e-06,0.7,3
1.1046676623292e-10,-7.92514488226756e-06,0.7,3
1.53624888063223e-10,-7.5025476988409e-06,0.28,4
2.14291451071335e-10,-7.31916477851402e-06,0.28,4
2.78829034641218e-10,-7.50921055779143e-06,0.28,4
3.2440158591317e-10,-8.94244638935174e-06,0.28,4
3.50322193460137e-10,-8.72918197963616e-06,0.28,4
3.78481333517324e-10,-8.46836160358435e-06,0.28,4
4.24774356288615e-10,-8.20244383251687e-06,0.28,4
5.33397299773094e-10,-8.13311490344101e-06,0.28,4
6.26604173240424e-10,-7.95994448613195e-06,0.28,4
6.58194780366396e-10,-9.50955626463713e-06,0.28,4
6.64613587689789e-10,-1.05285448878194e-05,0.28,4
7.0211257669661e-10,-1.01522747532988e-05,0.28,4
7.77606972377733e-10,-9.72658809834919e-06,0.28,4
